"","Date","Close","Company"
"1",2021-03-15,524.08483939149,"Netflix Prediction"
"2",2021-03-16,524.528607153069,"Netflix Prediction"
"3",2021-03-17,526.314310954386,"Netflix Prediction"
"4",2021-03-18,512.285071135932,"Netflix Prediction"
"5",2021-03-19,523.075491832071,"Netflix Prediction"
"6",2021-03-22,525.409773088959,"Netflix Prediction"
"7",2021-03-23,523.321873404112,"Netflix Prediction"
"8",2021-03-24,503.13251426254,"Netflix Prediction"
"9",2021-03-25,508.139269888835,"Netflix Prediction"
"10",2021-03-26,492.790132868072,"Netflix Prediction"
"11",2021-03-29,513.476559692496,"Netflix Prediction"
"12",2021-03-30,521.695970004858,"Netflix Prediction"
"13",2021-03-31,539.24395674231,"Netflix Prediction"
"14",2021-04-01,540.653646067335,"Netflix Prediction"
"15",2021-04-05,544.474811256365,"Netflix Prediction"
"16",2021-04-06,546.920289269616,"Netflix Prediction"
"17",2021-04-07,554.470545976274,"Netflix Prediction"
"18",2021-04-08,555.216623514393,"Netflix Prediction"
"19",2021-04-09,552.718689514758,"Netflix Prediction"
"20",2021-04-12,553.628881785288,"Netflix Prediction"
"21",2021-04-13,540.015964876246,"Netflix Prediction"
"22",2021-04-14,543.290609301967,"Netflix Prediction"
"23",2021-04-15,546.496053041858,"Netflix Prediction"
"24",2021-04-16,554.331689633397,"Netflix Prediction"
"25",2021-04-19,549.523303508726,"Netflix Prediction"
"26",2021-04-20,543.555328150131,"Netflix Prediction"
"27",2021-04-21,508.886859050454,"Netflix Prediction"
"28",2021-04-22,505.697072983222,"Netflix Prediction"
"29",2021-04-23,510.391961324462,"Netflix Prediction"
"30",2021-04-26,505.681319803433,"Netflix Prediction"
"31",2021-04-27,506.639186895886,"Netflix Prediction"
"32",2021-04-28,509.091646419748,"Netflix Prediction"
"33",2021-04-29,513.522289999263,"Netflix Prediction"
"34",2021-04-30,509.24052553481,"Netflix Prediction"
"35",2021-05-03,503.319491688596,"Netflix Prediction"
"36",2021-05-04,496.271125194119,"Netflix Prediction"
"37",2021-05-05,499.695641464056,"Netflix Prediction"
"38",2021-05-06,496.465997061194,"Netflix Prediction"
"39",2021-05-07,502.104845806866,"Netflix Prediction"
"40",2021-05-10,495.240051694648,"Netflix Prediction"
"41",2021-05-11,485.197060648785,"Netflix Prediction"
"42",2021-05-12,486.860233039097,"Netflix Prediction"
"43",2021-05-13,493.540923113437,"Netflix Prediction"
"44",2021-05-14,489.134311445491,"Netflix Prediction"
"45",2021-05-17,486.503243722455,"Netflix Prediction"
"46",2021-05-18,487.911991738216,"Netflix Prediction"
"47",2021-05-19,501.741925687963,"Netflix Prediction"
"48",2021-05-20,495.41637171662,"Netflix Prediction"
"49",2021-05-21,503.029130917476,"Netflix Prediction"
"50",2021-05-24,501.466047304185,"Netflix Prediction"
"51",2021-05-25,502.509977275939,"Netflix Prediction"
"52",2021-05-26,503.982786215344,"Netflix Prediction"
"53",2021-05-27,502.944388422617,"Netflix Prediction"
"54",2021-05-28,501.751323511734,"Netflix Prediction"
"55",2021-06-01,499.392246887521,"Netflix Prediction"
"56",2021-06-02,489.629257534133,"Netflix Prediction"
"57",2021-06-03,494.886766311215,"Netflix Prediction"
"58",2021-06-04,494.822652979256,"Netflix Prediction"
"59",2021-06-07,490.022677310245,"Netflix Prediction"
"60",2021-06-08,486.041415634067,"Netflix Prediction"
"61",2021-06-09,487.500917753638,"Netflix Prediction"
"62",2021-06-10,488.977065450014,"Netflix Prediction"
"63",2021-06-11,499.998877132745,"Netflix Prediction"
"64",2021-06-14,492.08044066696,"Netflix Prediction"
"65",2021-06-15,492.595340313823,"Netflix Prediction"
"66",2021-06-16,498.471979763792,"Netflix Prediction"
"67",2021-06-17,496.466887956919,"Netflix Prediction"
"68",2021-06-18,497.1754169366,"Netflix Prediction"
"69",2021-06-21,508.880280540758,"Netflix Prediction"
"70",2021-06-22,512.824082588279,"Netflix Prediction"
"71",2021-06-23,518.128607895193,"Netflix Prediction"
"72",2021-06-24,527.098083823654,"Netflix Prediction"
"73",2021-06-25,533.03390259438,"Netflix Prediction"
"74",2021-06-28,533.510835462276,"Netflix Prediction"
"75",2021-06-29,528.259444177933,"Netflix Prediction"
"76",2021-06-30,533.54642515213,"Netflix Prediction"
"77",2021-07-01,533.948300057291,"Netflix Prediction"
"78",2021-07-02,541.600913098515,"Netflix Prediction"
"79",2021-07-06,535.965688107445,"Netflix Prediction"
"80",2021-07-07,530.777392740096,"Netflix Prediction"
"81",2021-07-08,535.983987320532,"Netflix Prediction"
"82",2021-07-09,537.290421308044,"Netflix Prediction"
"83",2021-07-12,540.646579566612,"Netflix Prediction"
"84",2021-07-13,547.834254222366,"Netflix Prediction"
"85",2021-07-14,542.945807945417,"Netflix Prediction"
"86",2021-07-15,530.362638469753,"Netflix Prediction"
"87",2021-07-16,532.297873472996,"Netflix Prediction"
"88",2021-07-19,531.004083135366,"Netflix Prediction"
"89",2021-07-20,513.744948488162,"Netflix Prediction"
"90",2021-07-21,498.328187826057,"Netflix Prediction"
"91",2021-07-22,515.491188033917,"Netflix Prediction"
"92",2021-07-23,516.540909989705,"Netflix Prediction"
"93",2021-07-26,518.976325880704,"Netflix Prediction"
"94",2021-07-27,519.354317873219,"Netflix Prediction"
"95",2021-07-28,514.351296111444,"Netflix Prediction"
"96",2021-07-29,517.633679553369,"Netflix Prediction"
"97",2021-07-30,515.209710967229,"Netflix Prediction"
"98",2021-08-02,510.968830001974,"Netflix Prediction"
"99",2021-08-03,517.414340632935,"Netflix Prediction"
"100",2021-08-04,524.920807434447,"Netflix Prediction"
"101",2021-08-05,522.069667395638,"Netflix Prediction"
"102",2021-08-06,519.785455216156,"Netflix Prediction"
"103",2021-08-09,515.927187206657,"Netflix Prediction"
"104",2021-08-10,512.499582118788,"Netflix Prediction"
"105",2021-08-11,510.83401021265,"Netflix Prediction"
"106",2021-08-12,516.002656952911,"Netflix Prediction"
"107",2021-08-13,517.981377182962,"Netflix Prediction"
"108",2021-08-16,518.976036140663,"Netflix Prediction"
"109",2021-08-17,520.291926147384,"Netflix Prediction"
"110",2021-08-18,516.737925630962,"Netflix Prediction"
"111",2021-08-19,546.771120581278,"Netflix Prediction"
"112",2021-08-20,552.834461539486,"Netflix Prediction"
"113",2021-08-23,553.321394227879,"Netflix Prediction"
"114",2021-08-24,555.477382179783,"Netflix Prediction"
"115",2021-08-25,550.083814939917,"Netflix Prediction"
"116",2021-08-26,558.778297793554,"Netflix Prediction"
"117",2021-08-27,566.021090683029,"Netflix Prediction"
"118",2021-08-30,569.061615352952,"Netflix Prediction"
"119",2021-08-31,581.840472914712,"Netflix Prediction"
"120",2021-09-01,581.611617131592,"Netflix Prediction"
"121",2021-09-02,590.335096650259,"Netflix Prediction"
"122",2021-09-03,606.326655608104,"Netflix Prediction"
"123",2021-09-07,603.310450802991,"Netflix Prediction"
"124",2021-09-08,597.286007173793,"Netflix Prediction"
"125",2021-09-09,598.41114791526,"Netflix Prediction"
"126",2021-09-10,589.149843304852,"Netflix Prediction"
"127",2021-09-13,589.412160454751,"Netflix Prediction"
"128",2021-09-14,582.677925529392,"Netflix Prediction"
"129",2021-09-15,586.300551042394,"Netflix Prediction"
"130",2021-09-16,589.112008862631,"Netflix Prediction"
"131",2021-09-17,585.754129176462,"Netflix Prediction"
"132",2021-09-20,573.039621698172,"Netflix Prediction"
